day-2006-cryopumping-basics-and-applications.pdf	https://cas.web.cern.ch/sites/default/files/lectures/platjadaro-2006/day.pdf
chiggiato-vacuum-technology-for-superconducting-devices.pdf	https://arxiv.org/pdf/1501.07162
scannapiego-2017-charcoal-adsorption-for-cryogenic-pumps.pdf	https://scipub.euro-fusion.org/wp-content/uploads/eurofusion/WPTFVCPR17_17130_submitted-4.pdf
perona-1988-sorption-pumping-argon-oxygen-molecular-sieves.pdf	https://www.osti.gov/servlets/purl/6969270
day-2004-iter-main-vacuum-pumping-systems.pdf	https://www-pub.iaea.org/mtcd/meetings/PDFplus/fusion-20-preprints/IT_P3-17.pdf
timo-test-facility-iter-model-cryopump.pdf	https://www.osti.gov/etdeweb/servlets/purl/20261864
baglin-2006-cold-sticky-system.pdf	https://cas.web.cern.ch/sites/default/files/lectures/platjadaro-2006/baglin.pdf
parma-cryostat-design.pdf	https://arxiv.org/pdf/1501.07154
loss-of-vacuum-research-helium-cryogenic-systems-2023.pdf	https://arxiv.org/pdf/2303.15309
murakami-1978-contamination-of-cryogenic-telescopes-nasa-tp1177.pdf	https://ntrs.nasa.gov/api/citations/19780013250/downloads/19780013250.pdf
mccrary-1980-cryopumps-on-large-space-simulation-systems.pdf	https://ntrs.nasa.gov/api/citations/19810005633/downloads/19810005633.pdf
shi-cryopump-product-catalogue.pdf	https://www.shicryogenics.com/wp-content/uploads/2020/09/Cryopump-Product-Catalogue-English-Letter-02.16.pdf
cti-onboard-cryopump-install-and-maintenance-manual.pdf	https://www.idealvac.com/files/manuals/ON-BOARD-4-6-8-250-400-500-Brooks-Cryopump-Install-Maint-Manual.pdf
sumitomo-marathon-cp20-cryopump-operating-manual.pdf	https://www.wordentec.com/man/cp20.pdf
