lakeshore-appB-sensor-characteristics.pdf	https://www.lakeshore.com/docs/default-source/product-downloads/lstc_appendixb_l.pdf
lakeshore-appC-sensor-packaging-and-installation.pdf	https://www.lakeshore.com/docs/default-source/product-downloads/lstc_appendixc_l.pdf
lakeshore-appD-sensor-calibration-accuracies.pdf	https://www.lakeshore.com/docs/default-source/product-downloads/lstc_appendixd_l.pdf
lakeshore-appE-temperature-measurement-system.pdf	https://www.lakeshore.com/docs/default-source/product-downloads/lstc_appendixe_l.pdf
lakeshore-appG-sensor-temperature-response-tables.pdf	https://www.lakeshore.com/docs/default-source/product-downloads/lstc_appendixg_l.pdf
lakeshore-model-218-user-manual.pdf	https://www.lakeshore.com/docs/default-source/product-downloads/manuals/218_manual.pdf
salerno-kittel-1997-thermal-contact-conductance-nasa-tm110429.pdf	https://ntrs.nasa.gov/api/citations/19970026086/downloads/19970026086.pdf
keithley-low-level-measurements-handbook-7ed.pdf	https://download.tek.com/document/LowLevelHandbook_7Ed.pdf
hust-1970-thermal-conductivity-SRM-armco-iron-apparatus-and-error-analysis.pdf	https://nvlpubs.nist.gov/nistpubs/jres/74A/jresv74An5p673_A1b.pdf
tuttle-2017-cryogenic-thermal-conductivity-candidate-materials.pdf	https://ntrs.nasa.gov/api/citations/20170006221/downloads/20170006221.pdf
zhao-2016-measurement-techniques-thermal-conductivity-review.pdf	https://arxiv.org/pdf/1605.08469
kang-2017-differential-steady-state-thermal-conductivity-method.pdf	https://www.osti.gov/servlets/purl/1385072
nasa-2009-cda510-phosphor-bronze-thermal-electrical-conductivity.pdf	https://ntrs.nasa.gov/api/citations/20090032058/downloads/20090032058.pdf
bradley-radebaugh-properties-of-selected-materials-at-cryogenic-temperatures.pdf	https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=913059
childs-1973-thermal-conductivity-of-solids-nbs-monograph-131.pdf	https://nvlpubs.nist.gov/nistpubs/Legacy/MONO/nbsmonograph131.pdf
nachman-2025-cryogenic-materials-repository.pdf	https://arxiv.org/pdf/2509.23422
runyan-jones-2008-thermal-conductivity-structural-support-materials.pdf	https://arxiv.org/pdf/0806.1921
jcgm-100-2008-gum-uncertainty-in-measurement.pdf	https://www.bipm.org/documents/20126/2071204/JCGM_100_2008_E.pdf
burns-1993-thermocouple-reference-functions-nist-monograph-175.pdf	https://nvlpubs.nist.gov/nistpubs/Legacy/MONO/nistmonograph175.pdf
marquardt-2000-cryogenic-material-properties-database.pdf	https://trc.nist.gov/cryogenics/Papers/Material_Properties/2000-Cryogenic_Material_Properties_Database.pdf
