cern-99-05-cas-vacuum-technology-proceedings.pdf	https://www.osti.gov/etdeweb/servlets/purl/20146141
leybold-fundamentals-of-vacuum-technology.pdf	https://www.leybold.com/content/dam/brands/leybold/downloads/brochures/general-brochures/Fundamentals_of_Vacuum_Technology_EN.pdf
pfeiffer-vacuum-technology-book-II-part1.pdf	https://www.idealvac.com/files/literature/Vacuum-Technology-Book-II-Part-1.pdf
pfeiffer-vacuum-technology-book-II-part2.pdf	https://www.idealvac.com/files/literature/Vacuum-Technology-Book-II-Part-2.pdf
barfuss-2017-mechanical-vacuum-pumps.pdf	https://indico.cern.ch/event/565314/contributions/2285745/attachments/1466629/2274675/Barfuss.pdf
chiggiato-vacuum-technology-for-ion-sources.pdf	https://arxiv.org/pdf/1404.0960
chiggiato-2016-juas-vacuum-systems-lecture-notes.pdf	https://indico.cern.ch/event/471931/contributions/1149644/attachments/1226014/1794769/JUAS-Notes_Vacuum_Tech-Chiggiato.pdf
baglin-kersevan-2024-vacuum-systems.pdf	https://e-publishing.cern.ch/index.php/CYRSP/article/download/1624/1336
jousten-total-and-partial-pressure-measurement.pdf	https://arxiv.org/pdf/2006.02707
jousten-2017-vacuum-gauges-I.pdf	https://indico.cern.ch/event/565314/contributions/2285744/attachments/1470253/2283712/CAS_Gauges_1_Jousten_v2.pdf
jousten-2017-vacuum-gauges-II.pdf	https://indico.cern.ch/event/565314/contributions/2285762/attachments/1471741/2283715/CAS_Gauges_2_Jousten_v2.pdf
fedchak-2018-calibrating-ionization-vacuum-gauges.pdf	https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=925286
daude-2013-thermal-transpiration-capacitance-diaphragm-gauges.pdf	https://arxiv.org/pdf/1308.6794
sharipov-2006-rarefied-gas-dynamics-for-vacuum-technology.pdf	https://fisica.ufpr.br/sharipov/CERN.pdf
kersevan-2017-computation-for-vacuum-systems.pdf	https://indico.cern.ch/event/565314/contributions/2285747/attachments/1470785/2279251/CAS_2017.pdf
kersevan-baglin-2017-gas-flow-conductance-pressure.pdf	https://indico.cern.ch/event/569714/contributions/2303871/attachments/1336491/2161880/JUAS_2017_-_Gas_Flow_Conductance_Pressure.pdf
leybold-fundamentals-of-leak-detection-2024.pdf	https://www.leybold.com/content/dam/brands/leybold/downloads/gated/Fundamentals-of-leak-detection-2024.pdf
cruikshank-bregliozzi-2017-leak-detection-tutorial.pdf	https://indico.cern.ch/event/565314/contributions/2285748/attachments/1467498/2281420/Leak_detection_tutorial_-_CAS_Vacuum_2017_v3.pdf
bregliozzi-vacuum-acceptance-tests.pdf	https://arxiv.org/pdf/2006.10367
chiggiato-outgassing-properties-of-vacuum-materials.pdf	https://arxiv.org/pdf/2006.07124
aldmour-fundamentals-of-vacuum-physics-and-technology.pdf	https://arxiv.org/pdf/2006.01464
baglin-cryopumping-and-vacuum-systems.pdf	https://arxiv.org/pdf/2006.01574
cas-ion-getter-pumps.pdf	https://arxiv.org/pdf/2006.02721
cas-non-evaporable-getter-pumps.pdf	https://arxiv.org/pdf/2006.01537
